order_key,order_item_id,product_category,seller_key,seller_label,seller_state,item_price,freight_value
46653,1,health_beauty,1126,"Seller 1126",SP,458.00,17.97
46654,1,electronics,1756,"Seller 1756",SP,11.99,10.96
46655,1,home_appliances,1830,"Seller 1830",SP,57.39,15.16
46656,1,furniture_decor,2926,"Seller 2926",SP,30.24,52.48
46657,1,computers_accessories,2773,"Seller 2773",SP,129.90,12.41
46658,1,health_beauty,2064,"Seller 2064",RJ,169.00,19.06
46659,1,sports_leisure,1253,"Seller 1253",PR,97.90,13.81
46660,1,construction_tools_construction,1085,"Seller 1085",MG,199.00,32.14
46661,1,furniture_decor,2469,"Seller 2469",SP,45.90,16.11
46662,1,housewares,2943,"Seller 2943",SP,18.90,8.88
46663,1,sports_leisure,1027,"Seller 1027",SP,28.90,14.10
46664,1,health_beauty,2465,"Seller 2465",SP,79.99,18.66
46665,1,housewares,1814,"Seller 1814",SP,399.00,44.85
46666,1,baby,890,"Seller 0890",SP,134.90,19.91
46667,1,bed_bath_table,2652,"Seller 2652",MG,109.90,20.26
46668,1,costruction_tools_garden,1704,"Seller 1704",SP,34.89,18.43
46669,1,garden_tools,366,"Seller 0366",SP,53.90,21.35
46670,1,fashion_shoes,50,"Seller 0050",SP,199.70,57.95
46671,1,health_beauty,2168,"Seller 2168",SP,49.90,12.93
46672,1,bed_bath_table,326,"Seller 0326",SP,549.10,55.63
46673,1,housewares,2541,"Seller 2541",SP,17.90,8.88
46674,1,health_beauty,942,"Seller 0942",SP,99.00,12.08
46675,1,cool_stuff,1497,"Seller 1497",SP,62.99,19.68
46676,1,books_general_interest,959,"Seller 0959",SP,29.99,8.29
46677,1,health_beauty,2624,"Seller 2624",SP,29.90,10.76
46678,1,housewares,2710,"Seller 2710",SP,109.90,10.96
46678,2,housewares,2710,"Seller 2710",SP,109.90,10.96
46679,1,home_construction,848,"Seller 0848",SP,245.70,17.48
46679,2,home_construction,848,"Seller 0848",SP,245.70,17.48
46679,3,home_construction,848,"Seller 0848",SP,245.70,17.48
46679,4,home_construction,848,"Seller 0848",SP,245.70,17.48
46679,5,home_construction,848,"Seller 0848",SP,245.70,17.48
46680,1,home_construction,1682,"Seller 1682",SP,54.40,16.14
46681,1,bed_bath_table,2505,"Seller 2505",SP,169.90,19.47
46682,1,housewares,1018,"Seller 1018",SP,32.00,8.11
46683,1,stationery,2165,"Seller 2165",SP,66.00,8.62
46684,1,consoles_games,1697,"Seller 1697",SP,99.90,15.45
46685,1,small_appliances,1080,"Seller 1080",SP,2589.00,17.01
46686,1,cool_stuff,1497,"Seller 1497",SP,118.99,18.08
46687,1,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46687,2,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46687,3,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46687,4,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46687,5,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46687,6,furniture_decor,191,"Seller 0191",SP,38.40,12.69
46688,1,toys,525,"Seller 0525",SP,69.90,9.34
46689,1,auto,579,"Seller 0579",SP,39.90,23.00
46689,2,auto,579,"Seller 0579",SP,39.90,23.00
46690,1,market_place,1173,"Seller 1173",SP,119.90,27.16
46691,1,furniture_bedroom,2364,"Seller 2364",CE,99.90,27.25
46692,1,sports_leisure,818,"Seller 0818",SP,69.90,17.74
46693,1,toys,841,"Seller 0841",RJ,269.00,18.62
46694,1,perfumery,278,"Seller 0278",SP,327.99,13.69
46695,1,bed_bath_table,1357,"Seller 1357",SP,129.89,16.67
46696,1,computers_accessories,146,"Seller 0146",PR,84.00,17.03
46697,1,stationery,334,"Seller 0334",SP,61.97,13.09
46698,1,sports_leisure,922,"Seller 0922",PR,33.90,22.17
46699,1,bed_bath_table,606,"Seller 0606",SP,79.99,13.92
46699,2,bed_bath_table,606,"Seller 0606",SP,79.99,13.92
46700,1,bed_bath_table,879,"Seller 0879",SP,64.00,14.03
46701,1,housewares,1737,"Seller 1737",MG,21.60,17.60
46702,1,sports_leisure,2351,"Seller 2351",PR,169.90,18.99
46703,1,cool_stuff,2307,"Seller 2307",SP,139.90,15.56
46704,1,fashion_bags_accessories,1217,"Seller 1217",SP,32.00,15.10
46705,1,bed_bath_table,326,"Seller 0326",SP,549.10,52.37
46706,1,telephony,2817,"Seller 2817",SP,43.99,7.78
46706,2,telephony,2817,"Seller 2817",SP,24.99,7.78
46707,1,stationery,2059,"Seller 2059",SP,226.00,20.49
46708,1,computers_accessories,1378,"Seller 1378",PR,99.99,14.43
46709,1,musical_instruments,1615,"Seller 1615",SC,63.30,15.54
46710,1,computers_accessories,439,"Seller 0439",MG,149.87,16.81
46710,2,computers_accessories,439,"Seller 0439",MG,149.87,16.81
46711,1,food_drink,1981,"Seller 1981",BA,53.89,21.18
46712,1,computers_accessories,238,"Seller 0238",SP,60.00,8.29
46713,1,housewares,2966,"Seller 2966",SP,194.00,34.63
46714,1,baby,1497,"Seller 1497",SP,59.99,18.22
46715,1,baby,1501,"Seller 1501",SP,119.90,18.09
46716,1,bed_bath_table,323,"Seller 0323",SP,39.50,12.69
46717,1,watches_gifts,3000,"Seller 3000",SP,148.90,8.30
46718,1,health_beauty,1191,"Seller 1191",RJ,49.90,8.09
46719,1,bed_bath_table,290,"Seller 0290",SP,11.99,42.54
46719,2,bed_bath_table,290,"Seller 0290",SP,11.99,42.54
46719,3,garden_tools,366,"Seller 0366",SP,49.91,17.02
46719,4,garden_tools,366,"Seller 0366",SP,49.90,17.02
46720,1,construction_tools_construction,2909,"Seller 2909",SP,49.99,21.15
46721,1,furniture_decor,191,"Seller 0191",SP,70.00,23.29
46722,1,luggage_accessories,1146,"Seller 1146",SP,79.90,20.64
46723,1,toys,2607,"Seller 2607",RS,49.99,15.79
46724,1,health_beauty,1346,"Seller 1346",SP,199.99,18.65
46725,1,sports_leisure,1987,"Seller 1987",SP,159.00,15.99
46726,1,perfumery,2465,"Seller 2465",SP,56.99,8.72
46727,1,garden_tools,2557,"Seller 2557",SP,105.99,24.12
46728,1,home_appliances,2598,"Seller 2598",SP,51.45,17.61
46729,1,garden_tools,366,"Seller 0366",SP,59.90,17.67
46730,1,housewares,2075,"Seller 2075",SP,390.00,23.17
46731,1,bed_bath_table,290,"Seller 0290",SP,90.00,39.49
46732,1,bed_bath_table,2624,"Seller 2624",SP,84.90,11.98
46733,1,sports_leisure,1295,"Seller 1295",RJ,99.90,13.69
46734,1,housewares,1580,"Seller 1580",SP,58.90,17.12
46734,2,housewares,1580,"Seller 1580",SP,58.90,17.12
46735,1,sports_leisure,1559,"Seller 1559",SP,149.90,14.80
46736,1,computers_accessories,2803,"Seller 2803",PR,75.90,12.66
46737,1,health_beauty,2465,"Seller 2465",SP,19.99,15.10
46738,1,computers_accessories,1632,"Seller 1632",MG,26.90,10.96
46739,1,stationery,729,"Seller 0729",SP,95.00,16.43
46740,1,housewares,1814,"Seller 1814",SP,150.00,29.45
46741,1,bed_bath_table,879,"Seller 0879",SP,89.90,16.05
46742,1,watches_gifts,1228,"Seller 1228",SP,35.00,11.85
46742,2,watches_gifts,1228,"Seller 1228",SP,35.00,11.85
46743,1,bed_bath_table,74,"Seller 0074",RS,39.90,15.10
46744,1,computers_accessories,1661,"Seller 1661",PR,74.90,16.96
46744,2,computers_accessories,1661,"Seller 1661",PR,74.90,16.96
46745,1,toys,1994,"Seller 1994",SP,89.90,17.88
46746,1,health_beauty,2250,"Seller 2250",SP,72.38,7.39
46746,2,health_beauty,2250,"Seller 2250",SP,72.38,7.39
46747,1,garden_tools,366,"Seller 0366",SP,49.00,17.67
46748,1,toys,2627,"Seller 2627",MG,26.90,9.09
46749,1,food,2461,"Seller 2461",SP,56.97,16.16
46750,1,bed_bath_table,650,"Seller 0650",SP,180.00,14.87
46751,1,watches_gifts,3000,"Seller 3000",SP,579.90,24.86
46752,1,luggage_accessories,2637,"Seller 2637",MG,58.00,15.26
46753,1,bed_bath_table,1594,"Seller 1594",RJ,49.90,16.11
46754,1,christmas_supplies,199,"Seller 0199",SP,9.32,15.10
46755,1,furniture_decor,1814,"Seller 1814",SP,69.90,12.43
46756,1,telephony,1536,"Seller 1536",SP,21.90,15.10
46757,1,stationery,313,"Seller 0313",SC,104.49,37.42
46758,1,furniture_decor,317,"Seller 0317",SP,32.99,17.60
46759,1,stationery,2067,"Seller 2067",RS,189.90,45.79
46760,1,construction_tools_safety,880,"Seller 0880",SP,200.00,14.42
46761,1,cool_stuff,640,"Seller 0640",SP,134.90,15.69
46762,1,baby,1146,"Seller 1146",SP,388.00,15.27
46763,1,furniture_decor,126,"Seller 0126",SP,50.00,9.10
46764,1,housewares,1407,"Seller 1407",SP,379.90,124.45
46765,1,furniture_decor,1018,"Seller 1018",SP,36.00,17.39
46765,2,housewares,1018,"Seller 1018",SP,79.99,20.00
46766,1,cool_stuff,2495,"Seller 2495",SP,215.00,45.99
46767,1,sports_leisure,399,"Seller 0399",SP,81.36,18.14
46767,2,sports_leisure,399,"Seller 0399",SP,81.36,18.14
46767,3,sports_leisure,399,"Seller 0399",SP,81.36,18.14
46768,1,computers_accessories,2670,"Seller 2670",PE,179.90,15.99
46769,1,garden_tools,366,"Seller 0366",SP,49.90,19.32
46770,1,furniture_decor,2269,"Seller 2269",SP,279.90,34.41
46771,1,auto,2299,"Seller 2299",SP,166.90,13.47
46772,1,bed_bath_table,223,"Seller 0223",RS,134.00,51.59
46773,1,bed_bath_table,1534,"Seller 1534",SP,125.00,11.90
46774,1,telephony,1697,"Seller 1697",SP,69.80,18.59
46775,1,housewares,702,"Seller 0702",SP,49.90,11.73
46775,2,housewares,702,"Seller 0702",SP,49.90,11.73
46776,1,sports_leisure,2975,"Seller 2975",SP,153.90,13.98
46777,1,computers_accessories,1720,"Seller 1720",SP,125.00,17.31
46778,1,health_beauty,1272,"Seller 1272",RJ,99.00,8.11
46779,1,stationery,277,"Seller 0277",MG,187.97,17.08
46780,1,cool_stuff,1604,"Seller 1604",SP,572.00,113.45
46781,1,sports_leisure,757,"Seller 0757",SP,59.90,15.17
46782,1,food,2047,"Seller 2047",SP,29.15,7.46
46783,1,books_general_interest,1247,"Seller 1247",SC,115.00,18.91
46784,1,bed_bath_table,2128,"Seller 2128",SP,43.99,13.89
46785,1,bed_bath_table,2624,"Seller 2624",SP,269.90,35.65
46786,1,electronics,2657,"Seller 2657",SP,109.90,15.65
46787,1,bed_bath_table,666,"Seller 0666",SP,38.79,18.37
46788,1,housewares,849,"Seller 0849",SP,25.00,17.00
46789,1,fashion_bags_accessories,172,"Seller 0172",MG,34.90,14.10
46790,1,perfumery,206,"Seller 0206",SP,4.99,12.79
46791,1,sports_leisure,964,"Seller 0964",MG,52.00,28.67
46792,1,perfumery,2465,"Seller 2465",SP,79.99,8.75
46793,1,computers_accessories,2670,"Seller 2670",PE,149.90,27.90
46794,1,furniture_decor,1097,"Seller 1097",SP,69.90,14.24
46795,1,bed_bath_table,282,"Seller 0282",SP,34.99,18.35
46796,1,sports_leisure,818,"Seller 0818",SP,139.90,16.61
46797,1,housewares,1814,"Seller 1814",SP,25.00,7.44
46798,1,computers_accessories,439,"Seller 0439",MG,149.89,18.30
46798,2,computers_accessories,439,"Seller 0439",MG,149.89,18.30
46799,1,bed_bath_table,650,"Seller 0650",SP,158.00,17.82
46800,1,sports_leisure,580,"Seller 0580",SP,22.50,17.06
46801,1,fashion_bags_accessories,2747,"Seller 2747",SP,13.30,8.27
46801,2,"Unknown / unclassified",2747,"Seller 2747",SP,13.30,8.27
46802,1,electronics,1699,"Seller 1699",SP,15.00,7.39
46803,1,sports_leisure,1814,"Seller 1814",SP,59.90,13.08
46804,1,agro_industry_and_commerce,581,"Seller 0581",SP,849.98,98.37
46805,1,computers_accessories,1672,"Seller 1672",SP,29.90,11.85
46807,1,bed_bath_table,1582,"Seller 1582",SP,105.90,13.08
46808,1,health_beauty,363,"Seller 0363",SP,81.90,16.82
46809,1,musical_instruments,2530,"Seller 2530",PR,79.00,17.03
46810,1,health_beauty,2465,"Seller 2465",SP,58.99,17.66
46811,1,bed_bath_table,606,"Seller 0606",SP,79.99,8.91
46812,1,watches_gifts,3000,"Seller 3000",SP,195.90,8.63
46813,1,auto,1779,"Seller 1779",SC,199.90,19.68
46814,1,sports_leisure,2799,"Seller 2799",SP,185.49,9.04
46815,1,toys,23,"Seller 0023",SP,39.00,12.79
46816,1,watches_gifts,1228,"Seller 1228",SP,145.00,19.70
46817,1,telephony,1046,"Seller 1046",SP,29.99,11.85
46818,1,health_beauty,1620,"Seller 1620",RS,649.00,31.82
46819,1,cool_stuff,3024,"Seller 3024",SP,28.70,7.78
46819,2,cool_stuff,3024,"Seller 3024",SP,28.70,7.78
46820,1,housewares,2635,"Seller 2635",SP,49.89,18.23
46821,1,toys,841,"Seller 0841",RJ,1699.99,82.56
46822,1,toys,1501,"Seller 1501",SP,41.80,17.60
46823,1,housewares,47,"Seller 0047",SP,79.90,7.81
46824,1,computers_accessories,439,"Seller 0439",MG,137.90,38.81
46824,2,computers_accessories,439,"Seller 0439",MG,137.90,38.81
46825,1,luggage_accessories,2296,"Seller 2296",SP,279.00,46.41
46826,1,health_beauty,2465,"Seller 2465",SP,23.99,7.78
46827,1,furniture_decor,1317,"Seller 1317",SP,75.00,21.02
46828,1,garden_tools,3053,"Seller 3053",SP,74.00,13.08
46829,1,sports_leisure,2981,"Seller 2981",SP,36.90,16.11
46829,2,sports_leisure,2981,"Seller 2981",SP,36.90,16.11
46829,3,sports_leisure,2981,"Seller 2981",SP,36.90,16.11
46830,1,auto,1394,"Seller 1394",SP,179.90,51.98
46831,1,computers_accessories,1928,"Seller 1928",SP,99.00,14.05
46832,1,telephony,1626,"Seller 1626",SP,135.00,9.36
46833,1,health_beauty,46,"Seller 0046",SC,535.90,18.50
46834,1,health_beauty,2465,"Seller 2465",SP,64.99,7.78
46835,1,fixed_telephony,394,"Seller 0394",SP,18.99,18.23
46836,1,cool_stuff,1814,"Seller 1814",SP,29.50,19.84
46837,1,books_general_interest,320,"Seller 0320",SP,19.95,14.10
46838,1,watches_gifts,1207,"Seller 1207",RJ,137.00,16.40
46839,1,health_beauty,1573,"Seller 1573",SP,16.08,7.39
46840,1,art,2165,"Seller 2165",SP,55.00,18.49
46841,1,cool_stuff,1497,"Seller 1497",SP,219.99,14.09
46842,1,health_beauty,2342,"Seller 2342",RJ,69.99,18.07
46843,1,home_appliances_2,21,"Seller 0021",PR,204.00,62.17
46844,1,watches_gifts,855,"Seller 0855",SP,158.00,13.55
46845,1,watches_gifts,1552,"Seller 1552",SP,899.00,22.05
46846,1,health_beauty,494,"Seller 0494",MG,157.50,15.83
46846,2,health_beauty,494,"Seller 0494",MG,152.99,15.84
46847,1,baby,1629,"Seller 1629",SP,52.00,16.63
46848,1,toys,729,"Seller 0729",SP,25.90,16.11
46849,1,stationery,729,"Seller 0729",SP,109.00,14.85
46850,1,"Unknown / unclassified",317,"Seller 0317",SP,89.99,16.78
46850,2,"Unknown / unclassified",317,"Seller 0317",SP,89.99,16.78
46851,1,"Unknown / unclassified",1609,"Seller 1609",SP,179.00,19.13
46852,1,baby,1497,"Seller 1497",SP,55.99,14.48
46853,1,furniture_decor,413,"Seller 0413",SP,10.90,15.10
46853,2,furniture_decor,413,"Seller 0413",SP,10.90,15.10
46854,1,cool_stuff,1497,"Seller 1497",SP,89.99,18.43
46856,1,luggage_accessories,2637,"Seller 2637",MG,84.90,19.83
46857,1,watches_gifts,855,"Seller 0855",SP,209.00,13.90
46858,1,luggage_accessories,2637,"Seller 2637",MG,63.90,18.02
46859,1,perfumery,2543,"Seller 2543",DF,35.90,15.79
46860,1,toys,2785,"Seller 2785",PR,49.99,15.10
46861,1,perfumery,1191,"Seller 1191",RJ,292.90,16.22
46862,1,electronics,2574,"Seller 2574",RJ,30.00,11.50
46863,1,musical_instruments,1757,"Seller 1757",SC,449.00,22.03
46864,1,cool_stuff,1497,"Seller 1497",SP,99.99,16.95
46865,1,garden_tools,366,"Seller 0366",SP,49.91,20.99
46866,1,telephony,1311,"Seller 1311",PR,130.00,16.35
46867,1,garden_tools,366,"Seller 0366",SP,59.00,17.66
46868,1,furniture_decor,1550,"Seller 1550",SP,75.60,15.41
46869,1,baby,2576,"Seller 2576",SP,29.90,15.10
46870,1,auto,99,"Seller 0099",SP,179.49,16.14
46871,1,telephony,2869,"Seller 2869",SP,37.99,15.65
46872,1,luggage_accessories,1870,"Seller 1870",GO,86.25,23.75
46873,1,electronics,1699,"Seller 1699",SP,13.20,18.23
46874,1,electronics,1699,"Seller 1699",SP,21.90,15.10
46875,1,kitchen_dining_laundry_garden_furniture,1107,"Seller 1107",SP,129.90,9.72
46876,1,health_beauty,2465,"Seller 2465",SP,64.99,11.06
46877,1,watches_gifts,3000,"Seller 3000",SP,199.90,8.65
46878,1,auto,2190,"Seller 2190",RJ,20.90,14.10
46879,1,health_beauty,494,"Seller 0494",MG,77.89,15.30
46880,1,bed_bath_table,2814,"Seller 2814",SP,127.45,23.69
46881,1,stationery,1669,"Seller 1669",SP,25.00,18.23
46882,1,furniture_decor,2376,"Seller 2376",SP,310.00,19.38
46883,1,toys,1904,"Seller 1904",SP,38.90,9.26
46884,1,watches_gifts,855,"Seller 0855",SP,159.90,15.87
46885,1,"Unknown / unclassified",2063,"Seller 2063",PR,2740.00,54.50
46886,1,small_appliances,610,"Seller 0610",RS,74.06,23.10
46887,1,luggage_accessories,1146,"Seller 1146",SP,99.90,61.44
46888,1,toys,3002,"Seller 3002",SP,39.90,7.78
46889,1,bed_bath_table,2531,"Seller 2531",SP,24.90,11.85
46890,1,telephony,1364,"Seller 1364",SP,29.90,11.85
46891,1,garden_tools,418,"Seller 0418",SP,47.06,8.82
46892,1,furniture_decor,1364,"Seller 1364",SP,89.90,9.44
46893,1,home_construction,2382,"Seller 2382",RS,386.75,63.17
46894,1,luggage_accessories,2637,"Seller 2637",MG,85.90,19.84
46895,1,sports_leisure,918,"Seller 0918",SP,69.90,15.24
46895,2,sports_leisure,918,"Seller 0918",SP,69.90,15.24
46895,3,sports_leisure,918,"Seller 0918",SP,69.90,15.24
46895,4,sports_leisure,918,"Seller 0918",SP,69.90,15.24
46895,5,sports_leisure,918,"Seller 0918",SP,69.90,15.24
46896,1,"Unknown / unclassified",1921,"Seller 1921",SP,14.80,17.06
46896,2,"Unknown / unclassified",1921,"Seller 1921",SP,14.80,17.06
46897,1,telephony,2817,"Seller 2817",SP,29.99,18.23
46898,1,health_beauty,1547,"Seller 1547",SP,152.00,21.18
46899,1,furniture_mattress_and_upholstery,10,"Seller 0010",SP,75.00,36.62
46900,1,garden_tools,366,"Seller 0366",SP,53.90,13.46
46901,1,electronics,1071,"Seller 1071",SP,133.40,15.68
46902,1,health_beauty,1452,"Seller 1452",SP,40.00,15.10
46903,1,watches_gifts,1645,"Seller 1645",SC,47.90,15.10
46904,1,furniture_decor,2210,"Seller 2210",MG,59.90,17.67
46905,1,housewares,1781,"Seller 1781",SP,98.99,18.44
46907,1,"Unknown / unclassified",1169,"Seller 1169",RS,79.90,20.51
46908,1,cool_stuff,1814,"Seller 1814",SP,35.00,13.08
46909,1,telephony,685,"Seller 0685",SP,385.00,10.46
46910,1,cool_stuff,1497,"Seller 1497",SP,199.99,12.60
46911,1,housewares,2604,"Seller 2604",MG,129.00,25.74
46912,1,office_furniture,275,"Seller 0275",SP,199.90,28.26
46913,1,bed_bath_table,2474,"Seller 2474",SP,34.90,16.60
46914,1,health_beauty,2465,"Seller 2465",SP,54.99,16.63
46915,1,computers_accessories,1632,"Seller 1632",MG,22.32,15.26
46916,1,dvds_blu_ray,2218,"Seller 2218",SP,83.99,18.17
46917,1,furniture_decor,308,"Seller 0308",SP,16.90,9.34
46918,1,diapers_and_hygiene,2793,"Seller 2793",SC,139.89,19.08
46919,1,agro_industry_and_commerce,2616,"Seller 2616",SP,35.00,9.00
46919,2,agro_industry_and_commerce,2616,"Seller 2616",SP,35.00,9.00
46920,1,office_furniture,1527,"Seller 1527",SP,169.99,39.39
46921,1,computers_accessories,327,"Seller 0327",PR,57.52,12.53
46922,1,food,1350,"Seller 1350",SP,38.85,14.10
46923,1,bed_bath_table,6,"Seller 0006",SP,117.99,21.32
46924,1,health_beauty,2127,"Seller 2127",MS,129.99,29.31
46925,1,housewares,2884,"Seller 2884",SP,29.99,16.11
46925,2,housewares,2884,"Seller 2884",SP,29.99,16.11
46926,1,computers_accessories,2846,"Seller 2846",SP,119.99,11.45
46927,1,bed_bath_table,2505,"Seller 2505",SP,157.00,21.59
46928,1,bed_bath_table,282,"Seller 0282",SP,167.90,28.39
46928,2,furniture_decor,782,"Seller 0782",SP,13.90,6.87
46928,3,furniture_decor,782,"Seller 0782",SP,13.90,6.87
46929,1,furniture_decor,1285,"Seller 1285",SP,242.90,17.46
46930,1,cool_stuff,1497,"Seller 1497",SP,99.99,17.95
46931,1,perfumery,2465,"Seller 2465",SP,84.99,21.39
46932,1,computers_accessories,2909,"Seller 2909",SP,16.99,7.39
46933,1,furniture_decor,1527,"Seller 1527",SP,39.99,9.34
46934,1,cool_stuff,1544,"Seller 1544",SP,146.99,21.52
46935,1,bed_bath_table,666,"Seller 0666",SP,45.95,18.42
46935,2,bed_bath_table,666,"Seller 0666",SP,45.95,18.42
46936,1,musical_instruments,1757,"Seller 1757",SC,439.00,78.20
46937,1,health_beauty,1191,"Seller 1191",RJ,249.90,12.36
46938,1,bed_bath_table,879,"Seller 0879",SP,93.00,16.41
46939,1,sports_leisure,2799,"Seller 2799",SP,43.00,12.79
46939,2,sports_leisure,2799,"Seller 2799",SP,43.00,12.79
46940,1,perfumery,2866,"Seller 2866",RJ,117.70,23.32
46941,1,perfumery,2921,"Seller 2921",SP,19.90,11.85
46942,1,computers_accessories,2856,"Seller 2856",SP,39.90,18.23
46943,1,sports_leisure,1328,"Seller 1328",SP,99.90,15.45
46944,1,electronics,1699,"Seller 1699",SP,13.65,17.63
46945,1,telephony,2188,"Seller 2188",SP,12.97,8.72
46946,1,furniture_decor,2469,"Seller 2469",SP,114.90,13.38
46946,2,furniture_decor,2469,"Seller 2469",SP,114.90,13.38
46947,1,electronics,1311,"Seller 1311",PR,169.00,16.48
46948,1,perfumery,3003,"Seller 3003",SP,250.90,13.26
46949,1,furniture_decor,1059,"Seller 1059",SP,189.90,23.62
46950,1,construction_tools_safety,880,"Seller 0880",SP,199.90,16.15
46951,1,toys,2421,"Seller 2421",RJ,50.00,17.60
46952,1,furniture_decor,1814,"Seller 1814",SP,69.90,20.98
46953,1,toys,443,"Seller 0443",SP,120.00,9.04
46954,1,telephony,1864,"Seller 1864",SP,299.00,12.70
46955,1,bed_bath_table,323,"Seller 0323",SP,39.50,16.29
46955,2,bed_bath_table,1582,"Seller 1582",SP,99.90,16.28
46956,1,housewares,2517,"Seller 2517",RS,59.54,14.72
46957,1,bed_bath_table,10,"Seller 0010",SP,127.00,12.09
46957,2,bed_bath_table,10,"Seller 0010",SP,127.00,12.09
46958,1,computers_accessories,1632,"Seller 1632",MG,31.90,21.15
46959,1,sports_leisure,2346,"Seller 2346",SP,260.00,39.34
46960,1,cool_stuff,1544,"Seller 1544",SP,146.99,43.44
46961,1,bed_bath_table,2715,"Seller 2715",DF,64.90,20.72
46962,1,furniture_decor,939,"Seller 0939",SP,196.00,41.36
46963,1,signaling_and_security,1018,"Seller 1018",SP,210.99,191.11
46964,1,bed_bath_table,290,"Seller 0290",SP,49.99,16.11
46965,1,sports_leisure,918,"Seller 0918",SP,179.00,13.69
46966,1,furniture_decor,2469,"Seller 2469",SP,24.90,15.10
46966,2,furniture_decor,2469,"Seller 2469",SP,24.90,15.10
46966,3,furniture_decor,2469,"Seller 2469",SP,29.90,15.10
46966,4,furniture_decor,2469,"Seller 2469",SP,29.90,15.10
46967,1,housewares,1085,"Seller 1085",MG,59.00,16.85
46968,1,health_beauty,1161,"Seller 1161",SP,38.90,20.84
46969,1,auto,1630,"Seller 1630",SP,75.00,13.08
46970,1,baby,835,"Seller 0835",SP,31.89,22.93
46971,1,auto,1384,"Seller 1384",SP,59.90,19.66
46972,1,housewares,2476,"Seller 2476",SP,101.00,21.34
46973,1,auto,1420,"Seller 1420",SP,45.00,12.98
46974,1,baby,1904,"Seller 1904",SP,199.99,10.09
46976,1,cool_stuff,1814,"Seller 1814",SP,35.00,13.08
46977,1,electronics,1699,"Seller 1699",SP,14.40,14.10
46978,1,telephony,2869,"Seller 2869",SP,25.99,15.79
46978,2,telephony,2869,"Seller 2869",SP,25.99,15.79
46979,1,electronics,480,"Seller 0480",SP,141.00,27.29
46980,1,bed_bath_table,156,"Seller 0156",MG,89.90,17.37
46980,2,bed_bath_table,156,"Seller 0156",MG,89.90,17.37
46981,1,telephony,2817,"Seller 2817",SP,29.99,14.10
46982,1,books_general_interest,1247,"Seller 1247",SC,115.00,54.48
46983,1,housewares,1405,"Seller 1405",MG,16.99,14.52
46984,1,electronics,550,"Seller 0550",SP,88.90,11.83
46985,1,toys,2727,"Seller 2727",PR,165.90,31.91
46986,1,sports_leisure,2255,"Seller 2255",SP,20.00,7.40
46987,1,computers_accessories,640,"Seller 0640",SP,12.88,11.85
46988,1,perfumery,2465,"Seller 2465",SP,56.99,11.90
46989,1,stationery,729,"Seller 0729",SP,99.00,13.71
46990,1,bed_bath_table,606,"Seller 0606",SP,77.99,8.90
46991,1,housewares,1580,"Seller 1580",SP,59.90,11.73
46992,1,auto,1630,"Seller 1630",SP,84.55,16.22
46993,1,telephony,1789,"Seller 1789",SP,16.50,11.85
46994,1,health_beauty,1775,"Seller 1775",PR,87.00,14.36
46995,1,housewares,2170,"Seller 2170",SC,219.99,28.49
46996,1,toys,841,"Seller 0841",RJ,349.99,19.70
46997,1,telephony,2869,"Seller 2869",SP,39.99,8.72
46998,1,bed_bath_table,2652,"Seller 2652",MG,99.90,16.95
46999,1,small_appliances,939,"Seller 0939",SP,98.00,17.94
47000,1,sports_leisure,1527,"Seller 1527",SP,219.99,74.49
47001,1,market_place,1534,"Seller 1534",SP,160.00,12.14
47002,1,small_appliances,1080,"Seller 1080",SP,845.00,74.06
47003,1,computers_accessories,1632,"Seller 1632",MG,31.90,34.15
47004,1,watches_gifts,855,"Seller 0855",SP,294.90,14.72
47005,1,garden_tools,366,"Seller 0366",SP,59.90,17.67
47005,2,garden_tools,366,"Seller 0366",SP,59.90,17.67
47006,1,pet_shop,1407,"Seller 1407",SP,144.90,33.46
47007,1,furniture_living_room,1362,"Seller 1362",SP,103.97,37.13
47007,2,furniture_living_room,1362,"Seller 1362",SP,103.97,37.13
47007,3,furniture_living_room,1362,"Seller 1362",SP,103.97,37.13
47007,4,furniture_living_room,1362,"Seller 1362",SP,103.97,37.13
47008,1,telephony,2817,"Seller 2817",SP,27.99,16.79
47009,1,toys,1978,"Seller 1978",SC,159.90,16.33
47010,1,stationery,525,"Seller 0525",SP,7.90,8.29
47010,2,stationery,525,"Seller 0525",SP,7.90,8.29
47011,1,bed_bath_table,304,"Seller 0304",SC,85.90,21.09
47012,1,bed_bath_table,2814,"Seller 2814",SP,228.00,25.68
47013,1,baby,1097,"Seller 1097",SP,69.90,15.24
47014,1,housewares,2140,"Seller 2140",RS,139.00,23.55
47015,1,health_beauty,2510,"Seller 2510",SP,76.99,16.51
47016,1,health_beauty,1406,"Seller 1406",SP,31.90,11.85
47017,1,sports_leisure,399,"Seller 0399",SP,135.00,18.20
47018,1,telephony,2188,"Seller 2188",SP,12.97,15.79
47019,1,small_appliances,2140,"Seller 2140",RS,998.00,44.51
47020,1,watches_gifts,3000,"Seller 3000",SP,168.90,20.09
47021,1,computers_accessories,98,"Seller 0098",MG,48.90,23.06
47022,1,bed_bath_table,2644,"Seller 2644",SP,143.54,14.02
