order_key,customer_key,customer_state,order_status,order_date,approval_stage_flag,carrier_handoff_stage_flag,delivered_stage_flag,canceled_order_flag,unavailable_order_flag,delivery_eligible_flag,on_time_flag,late_flag,delivery_status,days_to_deliver,days_late,latest_review_score,order_item_count,order_product_value,order_freight_value
44509,28059,SP,delivered,2018-05-06,1,1,1,0,0,1,1,0,"On time",16,0,2,1,79.98,16.43
44510,68456,SP,delivered,2017-05-13,1,1,1,0,0,1,1,0,"On time",5,0,1,1,99.99,9.51
44511,61948,SP,delivered,2018-06-22,1,1,1,0,0,1,1,0,"On time",6,0,4,1,35.90,18.05
44512,72702,SP,delivered,2018-01-25,1,1,1,0,0,1,1,0,"On time",12,0,5,1,119.00,17.08
44513,36027,MG,delivered,2018-02-07,1,1,1,0,0,1,0,1,Late,58,29,3,1,269.90,19.14
44514,64021,SP,delivered,2017-10-23,1,1,1,0,0,1,1,0,"On time",3,0,5,1,146.99,13.58
44515,39672,SP,delivered,2017-08-21,1,1,1,0,0,1,1,0,"On time",1,0,5,1,139.00,8.23
44516,59647,SP,delivered,2018-05-14,1,1,1,0,0,1,1,0,"On time",4,0,5,1,96.00,8.79
44517,78834,MG,delivered,2018-07-05,1,1,1,0,0,1,1,0,"On time",6,0,5,3,524.98,65.65
44518,68304,SP,delivered,2018-02-04,1,1,1,0,0,1,1,0,"On time",10,0,NULL,1,65.55,11.73
44519,46934,MG,delivered,2017-12-10,1,1,1,0,0,1,1,0,"On time",8,0,5,1,50.00,12.48
44520,56204,PR,delivered,2018-08-12,1,1,1,0,0,1,0,1,Late,10,2,5,1,50.00,19.63
44521,22583,SP,delivered,2018-01-27,1,1,1,0,0,1,1,0,"On time",10,0,5,1,45.00,7.78
44522,93523,SP,delivered,2018-05-12,1,1,1,0,0,1,1,0,"On time",7,0,5,1,39.99,12.79
44523,38829,SP,delivered,2018-01-01,1,1,1,0,0,1,1,0,"On time",15,0,5,1,24.90,25.63
44524,18782,MG,delivered,2018-04-03,1,1,1,0,0,1,1,0,"On time",9,0,5,1,13.65,18.23
44525,38741,SP,delivered,2018-05-25,1,1,1,0,0,1,1,0,"On time",13,0,4,1,100.00,13.14
44526,30013,RJ,delivered,2017-11-24,1,1,1,0,0,1,0,1,Late,47,22,1,1,49.00,17.67
44527,86591,RS,delivered,2017-09-29,1,1,1,0,0,1,1,0,"On time",10,0,3,1,49.00,15.10
44528,57777,SP,delivered,2018-08-16,1,1,1,0,0,1,1,0,"On time",6,0,4,1,56.10,13.97
44529,71771,SP,delivered,2018-05-03,1,1,1,0,0,1,1,0,"On time",1,0,5,1,49.28,11.15
44530,89121,SP,delivered,2018-04-04,1,1,1,0,0,1,1,0,"On time",7,0,5,2,125.80,17.76
44531,71643,SP,delivered,2018-07-10,1,1,1,0,0,1,1,0,"On time",1,0,5,1,29.99,7.47
44532,3278,SP,delivered,2018-06-03,1,1,1,0,0,1,1,0,"On time",7,0,5,1,299.00,22.51
44533,61229,RJ,delivered,2017-04-08,1,1,1,0,0,1,1,0,"On time",12,0,5,1,109.99,20.85
44534,39456,DF,delivered,2018-05-14,1,1,1,0,0,1,0,1,Late,33,3,1,1,139.94,91.03
44535,45724,PI,delivered,2017-11-08,1,1,1,0,0,1,1,0,"On time",16,0,4,1,39.90,21.15
44536,67660,SP,delivered,2018-07-10,1,1,1,0,0,1,1,0,"On time",5,0,5,1,109.99,8.93
44537,20502,SC,delivered,2017-12-01,1,1,1,0,0,1,1,0,"On time",7,0,5,1,99.90,21.19
44538,11711,SP,delivered,2017-09-22,1,1,1,0,0,1,1,0,"On time",10,0,4,1,187.00,15.06
44539,48508,SP,delivered,2017-08-14,1,1,1,0,0,1,1,0,"On time",12,0,3,1,189.99,39.35
44540,31256,MG,delivered,2017-09-15,1,1,1,0,0,1,1,0,"On time",14,0,1,1,47.00,16.11
44541,42286,GO,delivered,2017-09-12,1,1,1,0,0,1,1,0,"On time",22,0,4,1,97.00,15.43
44542,70951,SP,delivered,2017-05-01,1,1,1,0,0,1,1,0,"On time",11,0,5,1,109.99,15.88
44543,28680,MG,delivered,2017-04-19,1,1,1,0,0,1,1,0,"On time",14,0,5,1,99.99,15.91
44544,76282,RJ,delivered,2018-07-01,1,1,1,0,0,1,1,0,"On time",8,0,5,1,43.98,23.46
44545,14369,RS,delivered,2018-04-04,1,1,1,0,0,1,1,0,"On time",10,0,4,1,299.99,28.18
44546,10577,SC,delivered,2017-04-27,1,1,1,0,0,1,1,0,"On time",24,0,2,1,79.00,14.31
44547,45225,SP,delivered,2018-08-20,1,1,1,0,0,1,0,1,Late,4,1,5,1,82.49,8.74
44548,11509,MA,delivered,2017-05-23,1,1,1,0,0,1,1,0,"On time",9,0,4,1,229.99,26.16
44549,58938,SP,delivered,2017-12-11,1,1,1,0,0,1,1,0,"On time",8,0,5,1,414.62,23.91
44550,94352,MS,delivered,2017-07-27,1,1,1,0,0,1,1,0,"On time",5,0,5,1,31.80,14.10
44551,38179,MG,delivered,2018-02-04,1,1,1,0,0,1,1,0,"On time",15,0,5,1,69.90,17.74
44552,20755,BA,delivered,2018-04-23,1,1,1,0,0,1,1,0,"On time",8,0,3,1,149.90,23.98
44553,38341,SP,delivered,2018-08-16,1,1,1,0,0,1,1,0,"On time",13,0,5,1,259.99,18.01
44554,90665,RJ,delivered,2018-04-07,1,1,1,0,0,1,1,0,"On time",6,0,5,1,69.90,18.37
44555,74575,MG,delivered,2017-05-26,1,1,1,0,0,1,1,0,"On time",10,0,5,1,64.99,14.20
44556,65734,DF,delivered,2018-01-07,1,1,1,0,0,1,1,0,"On time",6,0,5,1,117.30,21.66
44557,28050,SP,delivered,2018-08-17,1,1,1,0,0,1,1,0,"On time",6,0,5,1,24.99,15.28
44558,26399,RJ,delivered,2017-05-31,1,1,1,0,0,1,1,0,"On time",13,0,5,1,56.99,14.15
44559,8185,BA,delivered,2018-02-27,1,1,1,0,0,1,1,0,"On time",22,0,4,1,23.99,15.79
44560,67235,PE,delivered,2018-08-05,1,1,1,0,0,1,1,0,"On time",12,0,5,1,259.99,118.87
44561,9103,SP,delivered,2017-11-19,1,1,1,0,0,1,1,0,"On time",7,0,4,1,55.00,7.78
44562,75575,DF,delivered,2017-10-24,1,1,1,0,0,1,1,0,"On time",16,0,4,1,24.50,15.10
44563,58021,PR,delivered,2018-01-08,1,1,1,0,0,1,1,0,"On time",2,0,3,1,99.90,14.43
44564,85195,RJ,delivered,2018-01-05,1,1,1,0,0,1,1,0,"On time",18,0,4,1,89.00,17.87
44565,14986,SP,delivered,2017-11-24,1,1,1,0,0,1,1,0,"On time",4,0,5,2,369.98,24.98
44566,46512,SP,delivered,2017-12-25,1,1,1,0,0,1,0,1,Late,52,24,3,1,34.90,18.89
44567,672,RS,delivered,2017-05-18,1,1,1,0,0,1,1,0,"On time",15,0,5,1,39.00,16.11
44568,72276,SP,delivered,2017-10-18,1,1,1,0,0,1,1,0,"On time",6,0,1,2,89.80,27.85
44569,15765,SP,delivered,2017-12-17,1,1,1,0,0,1,1,0,"On time",9,0,5,1,109.90,14.37
44570,67100,SC,delivered,2017-08-17,1,1,1,0,0,1,1,0,"On time",22,0,5,1,249.00,48.27
44571,60293,SP,delivered,2017-10-05,1,1,1,0,0,1,1,0,"On time",6,0,3,1,37.49,9.27
44572,65615,SP,delivered,2018-07-05,1,1,1,0,0,1,1,0,"On time",7,0,3,1,69.90,17.62
44573,56855,SP,delivered,2017-08-15,1,1,1,0,0,1,1,0,"On time",2,0,4,1,49.90,7.78
44574,53197,MG,delivered,2017-11-17,1,1,1,0,0,1,1,0,"On time",10,0,5,2,58.31,35.20
44575,40796,SP,delivered,2018-01-07,1,1,1,0,0,1,1,0,"On time",5,0,4,1,56.99,8.72
44576,17656,SP,delivered,2018-07-25,1,1,1,0,0,1,1,0,"On time",7,0,4,1,72.90,14.09
44577,77972,SP,delivered,2018-06-13,1,1,1,0,0,1,1,0,"On time",1,0,5,1,32.00,7.96
44578,31624,SP,delivered,2018-04-04,1,1,1,0,0,1,1,0,"On time",7,0,5,1,95.00,13.11
44579,17802,RJ,delivered,2018-01-22,1,1,1,0,0,1,1,0,"On time",23,0,5,1,248.90,16.49
44580,76113,MS,delivered,2017-11-24,1,1,1,0,0,1,0,1,Late,32,6,1,2,233.80,33.16
44581,83674,MG,delivered,2018-08-01,1,1,1,0,0,1,1,0,"On time",9,0,5,1,42.90,18.40
44582,38073,RJ,delivered,2018-04-04,1,1,1,0,0,1,1,0,"On time",7,0,5,1,134.90,34.48
44583,52755,MG,delivered,2018-01-22,1,1,1,0,0,1,1,0,"On time",15,0,3,1,13.99,14.10
44584,13070,MG,delivered,2018-08-12,1,1,1,0,0,1,1,0,"On time",6,0,5,1,166.90,27.47
44585,63145,BA,delivered,2018-03-28,1,1,1,0,0,1,1,0,"On time",19,0,5,1,12.90,22.06
44586,21290,SP,delivered,2017-10-25,1,1,1,0,0,1,1,0,"On time",7,0,4,1,85.00,14.20
44587,23452,PR,delivered,2017-12-27,1,1,1,0,0,1,1,0,"On time",14,0,5,1,30.00,15.11
44588,6146,PR,delivered,2018-02-17,1,1,1,0,0,1,1,0,"On time",10,0,4,1,176.99,23.56
44589,62089,SP,delivered,2018-07-24,1,1,1,0,0,1,1,0,"On time",9,0,1,1,169.90,19.49
44590,89803,MG,delivered,2018-01-17,1,1,1,0,0,1,1,0,"On time",9,0,5,1,94.00,25.50
44591,14944,SP,delivered,2018-01-18,1,1,1,0,0,1,1,0,"On time",6,0,5,1,29.99,7.78
44592,51203,PR,delivered,2018-08-02,1,1,1,0,0,1,1,0,"On time",7,0,4,1,148.00,19.14
44593,65010,RO,delivered,2018-05-04,1,1,1,0,0,1,1,0,"On time",32,0,4,2,234.89,46.63
44594,90140,MS,delivered,2017-03-01,1,1,1,0,0,1,1,0,"On time",7,0,4,1,89.00,22.96
44595,23398,RJ,delivered,2017-10-10,1,1,1,0,0,1,1,0,"On time",8,0,5,2,82.80,30.21
44596,60957,SC,delivered,2018-04-09,1,1,1,0,0,1,1,0,"On time",15,0,5,1,84.90,18.47
44597,45841,SP,delivered,2018-05-03,1,1,1,0,0,1,1,0,"On time",18,0,5,1,225.00,66.43
44598,90876,RJ,delivered,2018-03-29,1,1,1,0,0,1,1,0,"On time",20,0,5,1,89.18,23.20
44599,5899,SP,delivered,2018-01-27,1,1,1,0,0,1,1,0,"On time",19,0,4,2,178.36,25.92
44600,77544,SP,delivered,2017-06-01,1,1,1,0,0,1,1,0,"On time",4,0,5,1,79.90,7.81
44601,37560,MG,delivered,2018-04-22,1,1,1,0,0,1,1,0,"On time",8,0,4,1,93.00,19.62
44602,79654,SP,delivered,2017-12-10,1,1,1,0,0,1,1,0,"On time",10,0,4,1,89.90,7.88
44603,90065,RJ,delivered,2018-03-14,1,1,1,0,0,1,0,1,Late,27,5,1,1,53.90,22.96
44604,60547,SP,delivered,2018-04-05,1,1,1,0,0,1,1,0,"On time",5,0,5,1,215.00,13.41
44605,91647,SC,delivered,2017-04-16,1,1,1,0,0,1,1,0,"On time",19,0,3,2,220.00,35.02
44606,26257,RJ,delivered,2018-07-28,1,1,1,0,0,1,1,0,"On time",6,0,5,1,139.00,19.07
44607,55571,SC,delivered,2018-06-12,1,1,1,0,0,1,1,0,"On time",8,0,2,2,57.98,36.60
44608,41270,BA,delivered,2017-11-25,1,1,1,0,0,1,1,0,"On time",25,0,4,1,115.00,36.13
44609,67262,MG,delivered,2017-08-07,1,1,1,0,0,1,1,0,"On time",8,0,5,2,73.90,28.20
44610,84714,AL,delivered,2018-04-26,1,1,1,0,0,1,1,0,"On time",7,0,4,1,179.90,15.49
44611,62635,SP,delivered,2017-09-29,1,1,1,0,0,1,1,0,"On time",14,0,5,1,69.90,16.25
44612,61777,SP,delivered,2017-09-04,1,1,1,0,0,1,1,0,"On time",15,0,5,1,31.90,15.10
44613,4078,RS,delivered,2018-08-03,1,1,1,0,0,1,0,1,Late,31,17,1,1,199.90,35.16
44614,92910,SP,delivered,2018-06-11,1,1,1,0,0,1,1,0,"On time",3,0,5,1,29.99,13.47
44615,89472,ES,delivered,2017-10-31,1,1,1,0,0,1,1,0,"On time",16,0,3,1,95.00,17.92
44616,38354,SP,delivered,2018-08-27,1,1,1,0,0,1,1,0,"On time",3,0,5,1,39.90,7.54
44617,26525,SP,delivered,2018-07-22,1,1,1,0,0,1,1,0,"On time",8,0,5,1,139.90,16.08
44618,74924,SC,delivered,2018-06-18,1,1,1,0,0,1,1,0,"On time",9,0,5,1,109.90,41.75
44619,61276,PR,delivered,2017-12-08,1,1,1,0,0,1,1,0,"On time",1,0,5,1,56.89,9.74
44620,86045,SP,delivered,2018-08-20,1,1,1,0,0,1,1,0,"On time",8,0,3,1,124.98,22.18
44621,36036,SP,delivered,2017-10-15,1,1,1,0,0,1,1,0,"On time",4,0,5,1,349.90,17.21
44622,22793,CE,unavailable,2018-05-03,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
44623,26163,PR,delivered,2017-08-28,1,1,1,0,0,1,1,0,"On time",5,0,5,2,32.96,35.20
44624,78101,MG,delivered,2018-06-13,1,1,1,0,0,1,1,0,"On time",5,0,4,1,58.00,15.48
44625,581,PA,delivered,2017-01-21,1,1,1,0,0,1,1,0,"On time",19,0,5,1,126.90,32.21
44626,92870,AP,delivered,2018-05-07,1,1,1,0,0,1,1,0,"On time",22,0,5,1,126.00,133.39
44627,46794,RJ,delivered,2018-06-07,1,1,1,0,0,1,1,0,"On time",8,0,3,1,359.90,20.40
44628,53754,RN,delivered,2018-01-07,1,1,1,0,0,1,1,0,"On time",15,0,5,1,110.00,21.57
44629,91193,SP,delivered,2018-05-17,1,1,1,0,0,1,0,1,Late,15,4,4,1,34.99,8.29
44630,93725,RO,delivered,2017-06-19,1,1,1,0,0,1,1,0,"On time",23,0,5,1,159.99,38.67
44631,37142,SP,delivered,2018-06-14,1,1,1,0,0,1,1,0,"On time",9,0,5,1,39.90,22.21
44632,26927,SP,delivered,2018-07-06,1,1,1,0,0,1,1,0,"On time",5,0,5,1,31.90,7.48
44633,78443,SP,delivered,2017-06-15,1,1,1,0,0,1,1,0,"On time",13,0,1,1,22.00,11.85
44634,4823,SP,canceled,2017-07-24,1,0,0,1,0,0,0,0,"Not eligible",NULL,NULL,5,1,750.00,33.62
44635,27716,SP,delivered,2018-02-11,1,1,1,0,0,1,1,0,"On time",8,0,4,1,117.90,20.32
44636,69750,MG,delivered,2017-11-18,1,1,1,0,0,1,1,0,"On time",9,0,4,1,76.90,15.29
44637,44628,RS,delivered,2018-07-21,1,1,1,0,0,1,1,0,"On time",15,0,5,1,35.90,18.35
44638,91091,BA,delivered,2018-03-13,1,1,1,0,0,1,1,0,"On time",22,0,3,1,54.99,19.07
44639,58762,BA,delivered,2017-10-19,1,1,1,0,0,1,1,0,"On time",15,0,5,1,107.15,17.19
44640,52839,CE,delivered,2018-07-24,1,1,1,0,0,1,1,0,"On time",9,0,5,1,399.00,45.07
44641,47314,MG,delivered,2017-05-11,1,1,1,0,0,1,1,0,"On time",8,0,5,1,82.90,14.33
44642,44037,PA,delivered,2018-04-12,1,1,1,0,0,1,1,0,"On time",13,0,NULL,1,34.99,37.04
44643,3962,RJ,unavailable,2018-02-14,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
44644,37384,ES,delivered,2017-05-01,1,1,1,0,0,1,1,0,"On time",12,0,3,1,29.99,16.05
44645,73746,SP,delivered,2018-06-08,1,1,1,0,0,1,1,0,"On time",6,0,4,1,269.00,16.79
44646,72937,RJ,delivered,2017-06-02,1,1,1,0,0,1,1,0,"On time",7,0,4,1,89.90,15.38
44647,48310,BA,delivered,2017-08-01,1,1,1,0,0,1,1,0,"On time",17,0,4,1,119.00,18.40
44648,81798,SP,delivered,2018-08-20,1,1,1,0,0,1,1,0,"On time",4,0,5,2,38.98,14.80
44649,59305,SP,delivered,2017-12-28,1,1,1,0,0,1,1,0,"On time",22,0,5,1,9.80,14.10
44650,25318,ES,delivered,2018-04-07,1,1,1,0,0,1,1,0,"On time",17,0,1,1,70.00,18.37
44651,2954,CE,delivered,2017-12-25,1,1,1,0,0,1,1,0,"On time",16,0,5,1,53.20,28.77
44652,76565,RJ,shipped,2017-09-15,1,1,0,0,0,0,0,0,"Not eligible",NULL,NULL,3,1,59.90,17.67
44653,93135,SP,delivered,2017-05-01,1,1,1,0,0,1,1,0,"On time",4,0,5,1,149.90,11.66
44654,78137,MT,delivered,2018-08-08,1,1,1,0,0,1,1,0,"On time",12,0,5,1,500.00,25.43
44655,19802,RS,delivered,2018-03-31,1,1,1,0,0,1,1,0,"On time",20,0,3,2,199.98,36.56
44656,19690,GO,delivered,2018-02-15,1,1,1,0,0,1,1,0,"On time",11,0,3,1,179.00,51.12
44657,37195,SP,delivered,2018-06-26,1,1,1,0,0,1,1,0,"On time",3,0,5,1,105.00,16.04
44658,11991,RJ,delivered,2017-05-05,1,1,1,0,0,1,1,0,"On time",11,0,4,1,25.00,12.93
44659,70086,BA,delivered,2017-11-17,1,1,1,0,0,1,0,1,Late,27,2,1,1,55.00,16.83
44660,392,RJ,delivered,2017-08-03,1,1,1,0,0,1,1,0,"On time",18,0,4,1,205.00,22.27
44661,33743,RJ,delivered,2018-08-17,1,1,1,0,0,1,1,0,"On time",7,0,5,1,54.90,18.48
44662,53581,SP,delivered,2017-05-01,1,1,1,0,0,1,1,0,"On time",21,0,3,1,139.96,21.29
44663,93484,RS,delivered,2018-05-11,1,1,1,0,0,1,1,0,"On time",11,0,5,1,1039.97,93.65
44664,62319,SP,delivered,2017-09-21,1,1,1,0,0,1,1,0,"On time",6,0,5,1,99.90,7.95
44665,20769,MG,delivered,2017-02-03,1,1,1,0,0,1,1,0,"On time",6,0,5,1,89.90,23.91
44666,83746,RS,delivered,2018-08-05,1,1,1,0,0,1,1,0,"On time",9,0,5,1,69.90,18.64
44667,38983,RJ,unavailable,2017-12-04,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
44668,44448,ES,delivered,2018-07-15,1,1,1,0,0,1,1,0,"On time",11,0,1,4,7160.00,114.88
44669,83382,RJ,delivered,2017-02-28,1,1,1,0,0,1,1,0,"On time",6,0,5,1,38.50,15.56
44670,23247,BA,delivered,2018-01-20,1,1,1,0,0,1,1,0,"On time",25,0,5,1,23.99,16.79
44671,67782,MT,delivered,2018-06-30,1,1,1,0,0,1,1,0,"On time",12,0,4,1,26.50,27.14
44672,93076,SP,delivered,2018-03-05,1,1,1,0,0,1,1,0,"On time",10,0,5,1,299.00,15.21
44673,53898,RJ,delivered,2018-05-09,1,1,1,0,0,1,1,0,"On time",10,0,1,1,559.00,69.22
44674,67020,RS,delivered,2018-04-08,1,1,1,0,0,1,1,0,"On time",11,0,1,2,120.00,38.78
44675,13473,RJ,delivered,2017-10-15,1,1,1,0,0,1,1,0,"On time",4,0,5,1,269.99,18.20
44676,14577,MG,delivered,2017-04-05,1,1,1,0,0,1,1,0,"On time",7,0,5,1,143.00,17.74
44677,71180,SP,delivered,2017-11-18,1,1,1,0,0,1,1,0,"On time",5,0,5,1,219.90,15.74
44678,78439,RJ,unavailable,2017-07-20,1,0,0,0,1,0,0,0,"Not eligible",NULL,NULL,1,0,0.00,0.00
44679,16866,BA,delivered,2017-05-27,1,1,1,0,0,1,1,0,"On time",5,0,4,1,259.90,80.59
44680,29848,PR,delivered,2018-07-24,1,1,1,0,0,1,1,0,"On time",6,0,5,1,24.00,18.27
44681,3826,PR,delivered,2017-07-14,1,1,1,0,0,1,1,0,"On time",12,0,4,1,34.99,15.10
44682,15057,SP,delivered,2018-04-11,1,1,1,0,0,1,1,0,"On time",5,0,4,1,29.99,8.29
44683,67283,SP,processing,2017-08-04,1,0,0,0,0,0,0,0,"Not eligible",NULL,NULL,1,1,299.00,10.29
44684,38177,PR,delivered,2018-01-07,1,1,1,0,0,1,1,0,"On time",19,0,3,1,119.90,14.57
44685,23831,PE,shipped,2017-06-08,1,1,0,0,0,0,0,0,"Not eligible",NULL,NULL,1,1,48.90,26.89
44686,16406,SP,delivered,2017-05-29,1,1,1,0,0,1,1,0,"On time",10,0,5,1,49.90,11.85
44687,43286,SP,delivered,2018-01-05,1,1,1,0,0,1,1,0,"On time",6,0,5,2,278.00,34.44
44688,11580,SP,delivered,2017-03-22,1,1,1,0,0,1,1,0,"On time",5,0,5,1,56.90,8.79
44689,40446,PR,delivered,2018-06-29,1,1,1,0,0,1,1,0,"On time",11,0,5,1,111.90,18.83
44690,11973,SP,delivered,2018-08-09,1,1,1,0,0,1,0,1,Late,12,1,1,1,35.00,18.30
44691,20675,SP,delivered,2018-07-12,1,1,1,0,0,1,1,0,"On time",4,0,3,2,128.89,24.34
44692,32181,SP,delivered,2017-09-07,1,1,1,0,0,1,1,0,"On time",5,0,5,1,500.00,20.75
44693,3124,PI,delivered,2018-03-12,1,1,1,0,0,1,1,0,"On time",11,0,5,1,13.65,50.85
44694,63756,SP,delivered,2017-11-26,1,1,1,0,0,1,1,0,"On time",15,0,4,1,193.00,17.60
44695,88559,SP,delivered,2017-11-24,1,1,1,0,0,1,0,1,Late,21,7,4,1,24.99,7.78
44696,33671,SP,delivered,2018-05-22,1,1,1,0,0,1,1,0,"On time",14,0,5,1,179.90,15.99
44697,92860,MG,delivered,2018-05-09,1,1,1,0,0,1,1,0,"On time",25,0,4,1,176.94,82.33
44698,80597,GO,delivered,2018-05-29,1,1,1,0,0,1,1,0,"On time",20,0,4,1,149.90,53.18
44699,53055,PE,delivered,2018-07-09,1,1,1,0,0,1,1,0,"On time",16,0,4,1,159.00,38.02
44700,35361,RJ,delivered,2017-06-16,1,1,1,0,0,1,1,0,"On time",14,0,1,1,44.90,15.10
44701,45417,SP,delivered,2018-07-29,1,1,1,0,0,1,1,0,"On time",5,0,5,1,54.99,13.97
44702,16608,GO,delivered,2018-01-02,1,1,1,0,0,1,1,0,"On time",15,0,5,1,122.99,15.61
44703,66621,RS,canceled,2018-07-29,1,0,0,1,0,0,0,0,"Not eligible",NULL,NULL,1,1,1669.87,171.88
44704,57717,RJ,delivered,2018-03-16,1,1,1,0,0,1,1,0,"On time",11,0,5,1,59.00,22.99
44705,24632,RJ,delivered,2017-09-28,1,1,1,0,0,1,1,0,"On time",18,0,4,1,159.99,57.79
44706,79065,SP,delivered,2018-06-05,1,1,1,0,0,1,1,0,"On time",6,0,5,1,479.00,27.48
44707,27925,SP,delivered,2018-05-06,1,1,1,0,0,1,1,0,"On time",17,0,4,1,139.00,23.51
44708,82358,SP,delivered,2017-10-30,1,1,1,0,0,1,1,0,"On time",7,0,5,1,44.90,15.10
44709,40686,PE,delivered,2017-11-22,1,1,1,0,0,1,1,0,"On time",27,0,5,1,45.90,25.63
44710,30425,RJ,delivered,2017-08-19,1,1,1,0,0,1,1,0,"On time",5,0,5,1,54.90,15.14
44711,84831,SP,delivered,2017-12-10,1,1,1,0,0,1,0,1,Late,47,22,1,1,87.85,13.63
44712,56888,SP,delivered,2017-09-15,1,1,1,0,0,1,1,0,"On time",10,0,4,1,48.00,9.34
44713,62209,SP,delivered,2018-03-01,1,1,1,0,0,1,1,0,"On time",4,0,5,1,269.00,10.08
44714,78837,MG,delivered,2018-07-28,1,1,1,0,0,1,1,0,"On time",9,0,5,2,251.98,47.36
44715,8733,RJ,delivered,2017-11-24,1,1,1,0,0,1,1,0,"On time",13,0,5,1,164.50,15.90
44716,27096,SP,delivered,2018-05-16,1,1,1,0,0,1,1,0,"On time",19,0,3,2,99.80,36.46
44717,10024,SC,delivered,2017-06-09,1,1,1,0,0,1,1,0,"On time",12,0,5,2,78.00,30.20
44718,62100,SP,delivered,2018-08-09,1,1,1,0,0,1,1,0,"On time",5,0,5,1,69.90,9.24
44719,23506,RS,delivered,2017-08-01,1,1,1,0,0,1,1,0,"On time",16,0,5,1,169.99,53.79
44720,86743,MS,delivered,2018-03-19,1,1,1,0,0,1,1,0,"On time",31,0,4,1,119.94,57.10
44721,26253,SP,delivered,2018-07-30,1,1,1,0,0,1,0,1,Late,7,3,1,1,90.00,8.37
44722,65026,RJ,delivered,2018-02-28,1,1,1,0,0,1,1,0,"On time",9,0,5,1,79.90,18.80
44723,45499,MA,delivered,2018-03-08,1,1,1,0,0,1,1,0,"On time",8,0,5,1,149.90,21.10
44724,86798,RS,delivered,2017-11-14,1,1,1,0,0,1,1,0,"On time",22,0,1,1,89.90,16.88
44725,35785,SP,delivered,2018-08-15,1,1,1,0,0,1,1,0,"On time",8,0,5,1,469.00,23.92
44726,21461,SP,delivered,2018-05-03,1,1,1,0,0,1,1,0,"On time",6,0,5,1,175.99,23.81
44727,61473,MG,delivered,2017-12-16,1,1,1,0,0,1,1,0,"On time",19,0,4,1,129.90,15.66
44728,77548,SP,delivered,2017-10-21,1,1,1,0,0,1,1,0,"On time",6,0,5,1,146.00,12.52
44729,5190,RJ,delivered,2017-08-27,1,1,1,0,0,1,1,0,"On time",10,0,5,1,67.90,19.72
44730,65409,RS,delivered,2017-10-29,1,1,1,0,0,1,1,0,"On time",12,0,4,1,142.50,15.75
44731,51377,RS,delivered,2017-09-26,1,1,1,0,0,1,1,0,"On time",9,0,5,2,386.00,35.20
44732,56465,SP,delivered,2018-04-03,1,1,1,0,0,1,1,0,"On time",2,0,5,1,15.00,7.39
44733,43069,SP,delivered,2018-02-15,1,1,1,0,0,1,0,1,Late,81,66,1,1,47.99,11.85
44734,10382,BA,delivered,2017-09-12,1,1,1,0,0,1,1,0,"On time",15,0,5,1,99.90,19.94
44735,40160,SP,delivered,2018-06-30,1,1,1,0,0,1,1,0,"On time",4,0,2,1,23.99,7.43
44736,11141,MS,delivered,2017-10-20,1,1,1,0,0,1,1,0,"On time",21,0,5,1,25.50,15.10
44737,89845,SP,delivered,2018-04-30,1,1,1,0,0,1,1,0,"On time",9,0,5,1,61.97,18.31
44738,1410,MS,delivered,2018-08-14,1,1,1,0,0,1,1,0,"On time",16,0,1,3,197.70,24.00
44739,49556,SP,delivered,2018-03-14,1,1,1,0,0,1,1,0,"On time",7,0,5,1,299.00,14.53
44740,20212,PI,delivered,2017-08-14,1,1,1,0,0,1,1,0,"On time",15,0,3,1,89.99,21.43
44741,67145,SP,delivered,2018-01-16,1,1,1,0,0,1,1,0,"On time",9,0,2,1,169.99,13.53
44742,59345,MG,invoiced,2017-02-09,1,0,0,0,0,0,0,0,"Not eligible",NULL,NULL,1,1,69.99,14.66
44743,82334,SP,delivered,2018-08-02,1,1,1,0,0,1,1,0,"On time",4,0,4,1,179.90,13.56
44744,24754,MG,delivered,2018-07-30,1,1,1,0,0,1,1,0,"On time",17,0,5,1,35.35,15.35
44745,65955,SP,delivered,2018-08-10,1,1,1,0,0,1,1,0,"On time",7,0,1,1,178.00,19.55
44746,29641,SP,delivered,2018-03-06,1,1,1,0,0,1,1,0,"On time",23,0,4,1,59.00,19.38
44747,65028,SP,delivered,2018-03-22,1,1,1,0,0,1,1,0,"On time",7,0,4,1,69.90,16.18
44748,51188,SP,delivered,2018-03-10,1,1,1,0,0,1,1,0,"On time",6,0,5,1,29.98,7.39
44749,33246,ES,delivered,2018-04-01,1,1,1,0,0,1,0,1,Late,32,13,1,1,30.00,18.23
44750,12254,RS,delivered,2018-08-02,1,1,1,0,0,1,1,0,"On time",13,0,3,1,69.90,106.95
44751,24679,SP,delivered,2018-07-29,1,1,1,0,0,1,1,0,"On time",8,0,4,1,15.99,12.79
44752,14649,SP,delivered,2017-02-06,1,1,1,0,0,1,1,0,"On time",15,0,5,1,309.90,16.34
44753,17235,SP,delivered,2018-02-15,1,1,1,0,0,1,1,0,"On time",26,0,4,1,29.99,20.26
